cod_prod,data_inicio,data_fim,preco
65783583362,2009-04-09,2011-01-10,43.99
65783583362,2011-01-11,2012-10-13,44.99
65783583362,2012-10-14,2014-07-17,47.99
65783583362,2014-07-18,2016-04-19,49.99
65783583362,2016-04-20,2018-01-21,52.99
65783583362,2018-01-22,2019-10-23,53.99
371619718793,2019-02-13,2019-08-09,13.99
371619718793,2019-08-10,2020-02-03,14.99
371619718793,2020-02-04,2020-07-30,15.99
371619718793,2020-07-31,2021-01-24,16.99
371619718793,2021-01-25,2021-07-21,16.99
371619718793,2021-07-22,2022-01-15,17.99
371619718793,2022-01-16,2022-07-12,18.99
371619718793,2022-07-13,2023-01-06,19.99
371619718793,2023-01-07,2023-07-03,20.99
371619718793,2023-07-04,2023-12-28,20.99
371619718793,2023-12-29,2024-06-13,20.99
699457478304,2000-03-05,2002-03-13,30.99
699457478304,2002-03-14,2004-03-21,31.99
699457478304,2004-03-22,2006-03-30,31.99
699457478304,2006-03-31,2008-04-07,32.99
699457478304,2008-04-08,2010-04-16,33.99
699457478304,2010-04-17,2012-04-24,34.99
699457478304,2012-04-25,2014-05-03,36.99
699457478304,2014-05-04,2016-05-11,38.99
699457478304,2016-05-12,2018-05-20,40.99
699457478304,2018-05-21,2020-05-28,41.99
699457478304,2020-05-29,2022-06-06,43.99
699457478304,2022-06-07,2024-06-13,43.99
712834216099,2008-02-04,2008-10-21,16.99
712834216099,2008-10-22,2009-07-09,16.99
712834216099,2009-07-10,2010-03-27,16.99
712834216099,2010-03-28,2010-12-13,17.99
712834216099,2010-12-14,2011-08-31,18.99
712834216099,2011-09-01,2012-05-18,19.99
712834216099,2012-05-19,2013-02-03,20.99
712834216099,2013-02-04,2013-10-22,21.99
712834216099,2013-10-23,2014-07-10,22.99
712834216099,2014-07-11,2015-03-28,23.99
712834216099,2015-03-29,2015-12-11,24.99
487240734573,2001-11-24,2004-03-26,40.99
487240734573,2004-03-27,2006-07-28,40.99
487240734573,2006-07-29,2008-11-28,42.99
487240734573,2008-11-29,2011-04-01,44.99
487240734573,2011-04-02,2013-07-29,45.99
229889175139,2018-06-01,2019-04-11,58.99
229889175139,2019-04-12,2020-02-20,58.99
229889175139,2020-02-21,2020-12-31,57.99
229889175139,2021-01-01,2021-11-11,58.99
229889175139,2021-11-12,2022-09-22,58.99
229889175139,2022-09-23,2023-08-03,60.99
229889175139,2023-08-04,2024-06-13,62.99
848354784180,2000-07-11,2003-05-30,32.99
848354784180,2003-05-31,2006-04-18,32.99
848354784180,2006-04-19,2009-03-07,34.99
848354784180,2009-03-08,2012-01-25,35.99
848354784180,2012-01-26,2014-12-14,36.99
848354784180,2014-12-15,2017-11-02,36.99
848354784180,2017-11-03,2020-09-21,38.99
848354784180,2020-09-22,2023-08-08,39.99
474180419776,2006-12-25,2008-05-13,29.99
474180419776,2008-05-14,2009-10-01,31.99
474180419776,2009-10-02,2011-02-19,32.99
474180419776,2011-02-20,2012-07-09,33.99
474180419776,2012-07-10,2013-11-27,33.99
474180419776,2013-11-28,2015-04-17,35.99
474180419776,2015-04-18,2016-09-04,35.99
474180419776,2016-09-05,2018-01-23,37.99
474180419776,2018-01-24,2019-06-13,39.99
474180419776,2019-06-14,2020-10-28,41.99
688359903311,2012-11-17,2014-01-13,40.99
688359903311,2014-01-14,2015-03-12,40.99
688359903311,2015-03-13,2016-05-08,40.99
688359903311,2016-05-09,2017-07-05,40.99
688359903311,2017-07-06,2018-09-01,42.99
688359903311,2018-09-02,2019-10-29,42.99
688359903311,2019-10-30,2020-12-25,43.99
688359903311,2020-12-26,2022-02-21,46.99
688359903311,2022-02-22,2023-04-20,48.99
688359903311,2023-04-21,2024-06-13,50.99
125694309601,2021-09-06,2022-01-10,40.99
125694309601,2022-01-11,2022-05-17,43.99
125694309601,2022-05-18,2022-09-21,45.99
125694309601,2022-09-22,2023-01-26,48.99
125694309601,2023-01-27,2023-06-02,50.99
125694309601,2023-06-03,2023-10-07,53.99
125694309601,2023-10-08,2024-02-11,56.99
125694309601,2024-02-12,2024-06-13,58.99
964229688770,2010-01-30,2011-02-08,54.99
964229688770,2011-02-09,2012-02-18,54.99
964229688770,2012-02-19,2013-02-27,55.99
964229688770,2013-02-28,2014-03-09,56.99
964229688770,2014-03-10,2015-03-19,59.99
964229688770,2015-03-20,2016-03-28,58.99
964229688770,2016-03-29,2017-04-07,59.99
964229688770,2017-04-08,2018-04-17,62.99
964229688770,2018-04-18,2019-04-27,63.99
964229688770,2019-04-28,2020-05-06,67.99
964229688770,2020-05-07,2021-05-16,66.99
964229688770,2021-05-17,2022-05-26,67.99
964229688770,2022-05-27,2023-06-05,68.99
964229688770,2023-06-06,2024-06-13,69.99
246427593149,2022-11-23,2023-01-05,26.99
246427593149,2023-01-06,2023-02-18,27.99
246427593149,2023-02-19,2023-04-03,28.99
246427593149,2023-04-04,2023-05-17,28.99
246427593149,2023-05-18,2023-06-30,29.99
246427593149,2023-07-01,2023-08-13,31.99
246427593149,2023-08-14,2023-09-26,32.99
246427593149,2023-09-27,2023-11-09,33.99
246427593149,2023-11-10,2023-12-23,35.99
246427593149,2023-12-24,2024-02-05,35.99
246427593149,2024-02-06,2024-03-20,36.99
246427593149,2024-03-21,2024-05-03,36.99
246427593149,2024-05-04,2024-06-13,37.99
405443119300,2007-08-14,2008-01-28,18.99
405443119300,2008-01-29,2008-07-14,19.99
405443119300,2008-07-15,2008-12-29,20.99
405443119300,2008-12-30,2009-06-15,21.99
405443119300,2009-06-16,2009-11-27,22.99
528778004957,2024-02-17,2024-02-26,11.99
528778004957,2024-02-27,2024-03-07,11.99
528778004957,2024-03-08,2024-03-17,11.99
528778004957,2024-03-18,2024-03-27,12.99
528778004957,2024-03-28,2024-04-06,13.99
528778004957,2024-04-07,2024-04-16,14.99
528778004957,2024-04-17,2024-04-26,15.99
528778004957,2024-04-27,2024-05-06,16.99
528778004957,2024-05-07,2024-05-16,17.99
528778004957,2024-05-17,2024-05-26,18.99
528778004957,2024-05-27,2024-06-05,19.99
528778004957,2024-06-06,2024-06-13,20.99
528778004957,2024-06-14,2024-06-13,20.99
144605328548,2013-12-22,2015-02-20,60.99
144605328548,2015-02-21,2016-04-21,59.99
144605328548,2016-04-22,2017-06-21,60.99
144605328548,2017-06-22,2018-08-21,62.99
144605328548,2018-08-22,2019-10-21,62.99
144605328548,2019-10-22,2020-12-20,63.99
144605328548,2020-12-21,2022-02-19,66.99
144605328548,2022-02-20,2023-04-21,65.99
144605328548,2023-04-22,2024-06-13,68.99
969121199522,2022-06-23,2022-11-14,46.99
969121199522,2022-11-15,2023-04-08,47.99
969121199522,2023-04-09,2023-08-31,47.99
969121199522,2023-09-01,2024-01-23,47.99
969121199522,2024-01-24,2024-06-13,48.99
748727436107,2011-09-08,2011-11-18,39.99
748727436107,2011-11-19,2012-01-29,40.99
748727436107,2012-01-30,2012-04-10,40.99
748727436107,2012-04-11,2012-06-21,40.99
748727436107,2012-06-22,2012-09-01,42.99
748727436107,2012-09-02,2012-11-10,44.99
252810898593,2000-03-05,2002-03-26,46.99
252810898593,2002-03-27,2004-04-16,49.99
252810898593,2004-04-17,2006-05-08,50.99
252810898593,2006-05-09,2008-05-29,52.99
252810898593,2008-05-30,2010-06-20,53.99
252810898593,2010-06-21,2012-07-11,56.99
252810898593,2012-07-12,2014-07-30,56.99
883692427016,2008-12-10,2009-10-15,67.99
883692427016,2009-10-16,2010-08-21,70.99
883692427016,2010-08-22,2011-06-27,73.99
883692427016,2011-06-28,2012-05-02,74.99
883692427016,2012-05-03,2013-03-08,73.99
883692427016,2013-03-09,2014-01-12,72.99
621831908411,2013-10-05,2014-10-30,21.99
621831908411,2014-10-31,2015-11-25,22.99
621831908411,2015-11-26,2016-12-20,23.99
621831908411,2016-12-21,2018-01-15,23.99
621831908411,2018-01-16,2019-02-10,23.99
621831908411,2019-02-11,2020-03-07,23.99
621831908411,2020-03-08,2021-04-02,24.99
621831908411,2021-04-03,2022-04-28,25.99
621831908411,2022-04-29,2023-05-24,25.99
621831908411,2023-05-25,2024-06-13,26.99
803540544825,2023-09-01,2023-09-21,60.99
803540544825,2023-09-22,2023-10-12,62.99
803540544825,2023-10-13,2023-11-02,63.99
803540544825,2023-11-03,2023-11-23,67.99
803540544825,2023-11-24,2023-12-14,68.99
803540544825,2023-12-15,2024-01-04,69.99
803540544825,2024-01-05,2024-01-25,71.99
803540544825,2024-01-26,2024-02-15,71.99
803540544825,2024-02-16,2024-03-07,74.99
803540544825,2024-03-08,2024-03-28,74.99
803540544825,2024-03-29,2024-04-18,77.99
803540544825,2024-04-19,2024-05-09,79.99
803540544825,2024-05-10,2024-05-30,81.99
803540544825,2024-05-31,2024-06-13,82.99
940539011644,2020-07-08,2020-11-28,48.99
940539011644,2020-11-29,2021-04-21,48.99
940539011644,2021-04-22,2021-09-12,49.99
940539011644,2021-09-13,2022-02-03,50.99
940539011644,2022-02-04,2022-06-27,50.99
940539011644,2022-06-28,2022-11-18,51.99
940539011644,2022-11-19,2023-04-11,51.99
940539011644,2023-04-12,2023-09-02,52.99
940539011644,2023-09-03,2024-01-24,52.99
940539011644,2024-01-25,2024-06-13,52.99
220691059280,2018-10-31,2019-06-16,50.99
220691059280,2019-06-17,2020-01-31,51.99
220691059280,2020-02-01,2020-09-16,51.99
220691059280,2020-09-17,2021-05-03,51.99
220691059280,2021-05-04,2021-12-18,51.99
220691059280,2021-12-19,2022-08-04,53.99
220691059280,2022-08-05,2023-03-21,55.99
220691059280,2023-03-22,2023-11-05,56.99
220691059280,2023-11-06,2024-06-13,59.99
296222259962,2000-03-05,2002-01-16,38.99
296222259962,2002-01-17,2003-11-30,40.99
296222259962,2003-12-01,2005-10-13,41.99
296222259962,2005-10-14,2007-08-27,42.99
296222259962,2007-08-28,2009-07-10,42.99
296222259962,2009-07-11,2011-05-24,43.99
296222259962,2011-05-25,2013-04-06,45.99
296222259962,2013-04-07,2015-02-18,45.99
296222259962,2015-02-19,2017-01-01,46.99
296222259962,2017-01-02,2018-11-15,48.99
296222259962,2018-11-16,2020-09-28,48.99
296222259962,2020-09-29,2022-08-12,49.99
296222259962,2022-08-13,2024-06-13,50.99
123033879891,2004-08-11,2005-05-30,75.99
123033879891,2005-05-31,2006-03-19,77.99
123033879891,2006-03-20,2007-01-06,79.99
123033879891,2007-01-07,2007-10-26,80.99
123033879891,2007-10-27,2008-08-14,84.99
123033879891,2008-08-15,2009-06-03,85.99
123033879891,2009-06-04,2010-03-23,87.99
123033879891,2010-03-24,2011-01-10,86.99
123033879891,2011-01-11,2011-10-30,84.99
123033879891,2011-10-31,2012-08-18,85.99
123033879891,2012-08-19,2013-06-07,89.99
123033879891,2013-06-08,2014-03-27,94.99
123033879891,2014-03-28,2015-01-14,97.99
123033879891,2015-01-15,2015-10-28,98.99
181856479704,2019-01-15,2019-04-26,60.99
181856479704,2019-04-27,2019-08-06,62.99
181856479704,2019-08-07,2019-11-16,65.99
181856479704,2019-11-17,2020-02-26,68.99
181856479704,2020-02-27,2020-06-07,68.99
181856479704,2020-06-08,2020-09-17,70.99
181856479704,2020-09-18,2020-12-28,70.99
181856479704,2020-12-29,2021-04-05,74.99
20292838600,2014-01-26,2014-11-13,17.99
20292838600,2014-11-14,2015-09-01,18.99
20292838600,2015-09-02,2016-06-19,18.99
20292838600,2016-06-20,2017-04-07,19.99
20292838600,2017-04-08,2018-01-24,20.99
20292838600,2018-01-25,2018-11-12,21.99
20292838600,2018-11-13,2019-08-31,21.99
20292838600,2019-09-01,2020-06-18,21.99
20292838600,2020-06-19,2021-04-06,21.99
20292838600,2021-04-07,2022-01-23,21.99
20292838600,2022-01-24,2022-11-11,22.99
20292838600,2022-11-12,2023-08-30,22.99
20292838600,2023-08-31,2024-06-13,22.99
133561185340,2022-07-04,2022-09-30,61.99
133561185340,2022-10-01,2022-12-28,62.99
133561185340,2022-12-29,2023-03-27,62.99
133561185340,2023-03-28,2023-06-24,64.99
133561185340,2023-06-25,2023-09-21,65.99
133561185340,2023-09-22,2023-12-19,67.99
133561185340,2023-12-20,2024-03-17,68.99
133561185340,2024-03-18,2024-06-13,71.99
292086767025,2018-10-05,2019-02-22,58.99
292086767025,2019-02-23,2019-07-13,59.99
292086767025,2019-07-14,2019-12-01,62.99
292086767025,2019-12-02,2020-04-20,65.99
292086767025,2020-04-21,2020-09-08,65.99
292086767025,2020-09-09,2021-01-27,66.99
292086767025,2021-01-28,2021-06-17,67.99
292086767025,2021-06-18,2021-11-05,68.99
713073855711,2009-06-01,2009-10-18,67.99
713073855711,2009-10-19,2010-03-07,67.99
713073855711,2010-03-08,2010-07-25,66.99
713073855711,2010-07-26,2010-12-12,65.99
713073855711,2010-12-13,2011-05-01,65.99
713073855711,2011-05-02,2011-09-18,69.99
713073855711,2011-09-19,2012-02-05,71.99
713073855711,2012-02-06,2012-06-24,75.99
713073855711,2012-06-25,2012-11-11,77.99
713073855711,2012-11-12,2013-03-31,76.99
713073855711,2013-04-01,2013-08-18,76.99
713073855711,2013-08-19,2014-01-05,75.99
713073855711,2014-01-06,2014-05-25,79.99
713073855711,2014-05-26,2014-10-01,81.99
226916824510,2001-05-01,2002-01-07,62.99
226916824510,2002-01-08,2002-09-16,65.99
226916824510,2002-09-17,2003-05-26,65.99
226916824510,2003-05-27,2004-02-02,68.99
226916824510,2004-02-03,2004-10-11,72.99
226916824510,2004-10-12,2005-06-20,74.99
226916824510,2005-06-21,2006-02-27,76.99
226916824510,2006-02-28,2006-11-06,77.99
226916824510,2006-11-07,2007-07-16,78.99
226916824510,2007-07-17,2008-03-24,77.99
226916824510,2008-03-25,2008-12-01,81.99
226916824510,2008-12-02,2009-08-10,80.99
177899640966,2015-06-02,2017-03-22,13.99
177899640966,2017-03-23,2019-01-11,14.99
177899640966,2019-01-12,2020-11-01,14.99
177899640966,2020-11-02,2022-08-23,15.99
177899640966,2022-08-24,2024-06-13,15.99
372336478366,2010-10-22,2012-07-14,26.99
372336478366,2012-07-15,2014-04-07,26.99
372336478366,2014-04-08,2015-12-30,27.99
372336478366,2015-12-31,2017-09-22,28.99
372336478366,2017-09-23,2019-06-14,28.99
306601900160,2022-11-21,2023-01-17,59.99
306601900160,2023-01-18,2023-03-16,60.99
306601900160,2023-03-17,2023-05-13,59.99
306601900160,2023-05-14,2023-07-10,62.99
306601900160,2023-07-11,2023-09-06,64.99
306601900160,2023-09-07,2023-11-03,66.99
306601900160,2023-11-04,2023-12-31,68.99
306601900160,2024-01-01,2024-02-27,69.99
306601900160,2024-02-28,2024-04-25,70.99
306601900160,2024-04-26,2024-06-13,70.99
781622116385,2019-09-05,2020-02-10,51.99
781622116385,2020-02-11,2020-07-18,51.99
781622116385,2020-07-19,2020-12-24,51.99
781622116385,2020-12-25,2021-06-01,52.99
781622116385,2021-06-02,2021-11-07,52.99
781622116385,2021-11-08,2022-04-15,54.99
781622116385,2022-04-16,2022-09-21,56.99
781622116385,2022-09-22,2023-02-27,58.99
781622116385,2023-02-28,2023-08-05,59.99
781622116385,2023-08-06,2024-01-11,59.99
781622116385,2024-01-12,2024-06-13,61.99
28261603556,2008-12-20,2010-09-09,26.99
28261603556,2010-09-10,2012-05-30,27.99
28261603556,2012-05-31,2014-02-18,29.99
28261603556,2014-02-19,2015-11-09,29.99
28261603556,2015-11-10,2017-07-30,29.99
28261603556,2017-07-31,2019-04-20,31.99
28261603556,2019-04-21,2021-01-08,31.99
28261603556,2021-01-09,2022-09-29,33.99
28261603556,2022-09-30,2024-06-13,35.99
877678651397,2001-02-27,2004-01-30,31.99
877678651397,2004-01-31,2007-01-02,32.99
877678651397,2007-01-03,2009-12-05,34.99
877678651397,2009-12-06,2012-11-07,34.99
877678651397,2012-11-08,2015-10-11,34.99
877678651397,2015-10-12,2018-09-13,34.99
877678651397,2018-09-14,2021-08-11,35.99
773303979204,2015-02-26,2016-01-31,67.99
773303979204,2016-02-01,2017-01-05,67.99
773303979204,2017-01-06,2017-12-11,66.99
773303979204,2017-12-12,2018-11-16,67.99
773303979204,2018-11-17,2019-10-22,66.99
773303979204,2019-10-23,2020-09-26,69.99
773303979204,2020-09-27,2021-09-01,71.99
773303979204,2021-09-02,2022-08-07,70.99
773303979204,2022-08-08,2023-07-13,73.99
773303979204,2023-07-14,2024-06-13,73.99
30845208446,2017-03-20,2018-01-07,31.99
30845208446,2018-01-08,2018-10-28,31.99
30845208446,2018-10-29,2019-08-18,33.99
30845208446,2019-08-19,2020-06-07,35.99
30845208446,2020-06-08,2021-03-28,37.99
30845208446,2021-03-29,2022-01-16,37.99
30845208446,2022-01-17,2022-11-06,38.99
30845208446,2022-11-07,2023-08-27,40.99
30845208446,2023-08-28,2024-06-13,42.99
651897021687,2011-09-03,2013-04-08,53.99
651897021687,2013-04-09,2014-11-13,55.99
651897021687,2014-11-14,2016-06-19,57.99
651897021687,2016-06-20,2018-01-24,58.99
651897021687,2018-01-25,2019-08-31,59.99
651897021687,2019-09-01,2021-04-06,58.99
651897021687,2021-04-07,2022-11-11,58.99
651897021687,2022-11-12,2024-06-13,58.99
753497549896,2020-09-18,2021-01-20,64.99
753497549896,2021-01-21,2021-05-25,64.99
753497549896,2021-05-26,2021-09-27,68.99
753497549896,2021-09-28,2022-01-30,71.99
753497549896,2022-01-31,2022-06-04,75.99
753497549896,2022-06-05,2022-10-07,78.99
753497549896,2022-10-08,2023-02-09,79.99
753497549896,2023-02-10,2023-06-14,81.99
753497549896,2023-06-15,2023-10-17,81.99
753497549896,2023-10-18,2024-02-19,84.99
753497549896,2024-02-20,2024-06-13,84.99
660696618295,2000-03-05,2001-12-07,53.99
660696618295,2001-12-08,2003-09-11,56.99
660696618295,2003-09-12,2005-06-15,56.99
660696618295,2005-06-16,2007-03-20,56.99
660696618295,2007-03-21,2008-12-22,58.99
660696618295,2008-12-23,2010-09-26,60.99
660696618295,2010-09-27,2012-06-30,61.99
660696618295,2012-07-01,2014-04-04,60.99
660696618295,2014-04-05,2016-01-07,63.99
660696618295,2016-01-08,2017-10-04,64.99
870189698370,2000-03-05,2002-01-16,13.99
870189698370,2002-01-17,2003-11-30,14.99
870189698370,2003-12-01,2005-10-13,14.99
870189698370,2005-10-14,2007-08-27,14.99
870189698370,2007-08-28,2009-07-10,14.99
870189698370,2009-07-11,2011-05-24,14.99
870189698370,2011-05-25,2013-04-06,15.99
870189698370,2013-04-07,2015-02-18,16.99
870189698370,2015-02-19,2017-01-01,16.99
870189698370,2017-01-02,2018-11-10,17.99
309763107859,2008-06-15,2009-10-14,25.99
309763107859,2009-10-15,2011-02-13,26.99
309763107859,2011-02-14,2012-06-14,27.99
309763107859,2012-06-15,2013-10-14,28.99
309763107859,2013-10-15,2015-02-13,29.99
309763107859,2015-02-14,2016-06-14,31.99
309763107859,2016-06-15,2017-10-14,33.99
309763107859,2017-10-15,2019-02-13,33.99
309763107859,2019-02-14,2020-06-14,34.99
309763107859,2020-06-15,2021-10-14,35.99
309763107859,2021-10-15,2023-02-13,35.99
309763107859,2023-02-14,2024-06-13,35.99
264314380702,2012-08-08,2013-12-01,16.99
264314380702,2013-12-02,2015-03-27,16.99
264314380702,2015-03-28,2016-07-20,17.99
264314380702,2016-07-21,2017-11-13,18.99
264314380702,2017-11-14,2019-03-09,18.99
264314380702,2019-03-10,2020-07-02,18.99
264314380702,2020-07-03,2021-10-26,18.99
264314380702,2021-10-27,2023-02-19,19.99
264314380702,2023-02-20,2024-06-13,20.99
910090965328,2012-04-28,2013-03-10,62.99
910090965328,2013-03-11,2014-01-21,64.99
910090965328,2014-01-22,2014-12-04,66.99
910090965328,2014-12-05,2015-10-17,69.99
910090965328,2015-10-18,2016-08-29,70.99
910090965328,2016-08-30,2017-07-12,70.99
737855929674,2003-05-21,2004-11-09,64.99
737855929674,2004-11-10,2006-05-02,64.99
737855929674,2006-05-03,2007-10-23,63.99
737855929674,2007-10-24,2009-04-14,66.99
737855929674,2009-04-15,2010-10-05,67.99
737855929674,2010-10-06,2012-03-27,70.99
737855929674,2012-03-28,2013-09-17,70.99
737855929674,2013-09-18,2015-03-10,70.99
737855929674,2015-03-11,2016-08-30,72.99
737855929674,2016-08-31,2018-02-20,75.99
737855929674,2018-02-21,2019-08-13,78.99
737855929674,2019-08-14,2021-01-28,79.99
73011349666,2019-03-09,2020-01-23,22.99
73011349666,2020-01-24,2020-12-09,23.99
73011349666,2020-12-10,2021-10-26,24.99
73011349666,2021-10-27,2022-09-12,24.99
73011349666,2022-09-13,2023-07-30,25.99
73011349666,2023-07-31,2024-06-13,26.99
587752924780,2020-05-31,2020-11-10,57.99
587752924780,2020-11-11,2021-04-23,58.99
587752924780,2021-04-24,2021-10-04,60.99
587752924780,2021-10-05,2022-03-17,59.99
587752924780,2022-03-18,2022-08-28,59.99
587752924780,2022-08-29,2023-02-08,58.99
587752924780,2023-02-09,2023-07-22,60.99
587752924780,2023-07-23,2024-01-02,62.99
587752924780,2024-01-03,2024-06-13,62.99
390360930087,2011-02-04,2012-10-05,16.99
390360930087,2012-10-06,2014-06-07,16.99
390360930087,2014-06-08,2016-02-07,17.99
390360930087,2016-02-08,2017-10-09,18.99
390360930087,2017-10-10,2019-06-11,19.99
390360930087,2019-06-12,2021-02-10,20.99
390360930087,2021-02-11,2022-10-13,20.99
390360930087,2022-10-14,2024-06-13,20.99
55912326892,2018-10-17,2019-05-11,35.99
55912326892,2019-05-12,2019-12-04,35.99
55912326892,2019-12-05,2020-06-28,36.99
55912326892,2020-06-29,2021-01-21,37.99
55912326892,2021-01-22,2021-08-16,39.99
55912326892,2021-08-17,2022-03-11,39.99
55912326892,2022-03-12,2022-10-04,40.99
55912326892,2022-10-05,2023-04-29,41.99
55912326892,2023-04-30,2023-11-22,41.99
55912326892,2023-11-23,2024-06-13,42.99
698152835276,2005-05-26,2009-01-21,50.99
698152835276,2009-01-22,2012-09-19,51.99
698152835276,2012-09-20,2016-05-18,52.99
698152835276,2016-05-19,2020-01-15,53.99
698152835276,2020-01-16,2023-09-10,53.99
622887561346,2009-03-17,2009-12-15,26.99
622887561346,2009-12-16,2010-09-15,27.99
622887561346,2010-09-16,2011-06-16,29.99
622887561346,2011-06-17,2012-03-16,29.99
622887561346,2012-03-17,2012-12-15,30.99
622887561346,2012-12-16,2013-09-15,32.99
622887561346,2013-09-16,2014-06-16,32.99
622887561346,2014-06-17,2015-03-17,32.99
622887561346,2015-03-18,2015-12-16,34.99
622887561346,2015-12-17,2016-09-15,35.99
622887561346,2016-09-16,2017-06-16,36.99
622887561346,2017-06-17,2018-03-06,37.99
924144197269,2007-07-28,2007-11-17,48.99
924144197269,2007-11-18,2008-03-09,50.99
924144197269,2008-03-10,2008-06-30,51.99
924144197269,2008-07-01,2008-10-21,53.99
924144197269,2008-10-22,2009-02-11,54.99
924144197269,2009-02-12,2009-06-04,56.99
924144197269,2009-06-05,2009-09-25,58.99
924144197269,2009-09-26,2010-01-16,57.99
924144197269,2010-01-17,2010-05-09,56.99
924144197269,2010-05-10,2010-08-30,57.99
924144197269,2010-08-31,2010-12-21,60.99
924144197269,2010-12-22,2011-04-13,59.99
962084913556,2002-04-14,2002-10-10,11.99
962084913556,2002-10-11,2003-04-08,12.99
962084913556,2003-04-09,2003-10-05,13.99
962084913556,2003-10-06,2004-04-02,14.99
962084913556,2004-04-03,2004-09-29,15.99
962084913556,2004-09-30,2005-03-28,15.99
962084913556,2005-03-29,2005-09-24,15.99
962084913556,2005-09-25,2006-03-23,16.99
962084913556,2006-03-24,2006-09-19,16.99
962084913556,2006-09-20,2007-03-18,16.99
962084913556,2007-03-19,2007-09-14,17.99
962084913556,2007-09-15,2008-03-12,17.99
962084913556,2008-03-13,2008-09-07,18.99
93172031965,2014-09-11,2015-11-18,29.99
93172031965,2015-11-19,2017-01-25,30.99
93172031965,2017-01-26,2018-04-04,30.99
93172031965,2018-04-05,2019-06-12,31.99
93172031965,2019-06-13,2020-08-19,31.99
93172031965,2020-08-20,2021-10-27,33.99
93172031965,2021-10-28,2023-01-04,35.99
93172031965,2023-01-05,2024-03-07,35.99
471402392732,2023-03-25,2023-05-13,13.99
471402392732,2023-05-14,2023-07-02,13.99
471402392732,2023-07-03,2023-08-21,13.99
471402392732,2023-08-22,2023-10-10,13.99
471402392732,2023-10-11,2023-11-29,13.99
471402392732,2023-11-30,2024-01-18,14.99
471402392732,2024-01-19,2024-03-08,14.99
471402392732,2024-03-09,2024-04-27,15.99
471402392732,2024-04-28,2024-06-13,16.99
447460417250,2007-05-16,2007-11-28,28.99
447460417250,2007-11-29,2008-06-12,30.99
447460417250,2008-06-13,2008-12-26,31.99
447460417250,2008-12-27,2009-07-11,33.99
447460417250,2009-07-12,2010-01-24,34.99
447460417250,2010-01-25,2010-08-05,35.99
360274400952,2009-07-28,2012-01-26,38.99
360274400952,2012-01-27,2014-07-27,40.99
360274400952,2014-07-28,2017-01-25,42.99
360274400952,2017-01-26,2019-07-27,43.99
360274400952,2019-07-28,2022-01-22,46.99
470028715604,2000-03-05,2003-09-20,19.99
470028715604,2003-09-21,2007-04-07,20.99
470028715604,2007-04-08,2010-10-23,21.99
470028715604,2010-10-24,2014-05-10,22.99
470028715604,2014-05-11,2017-11-25,23.99
470028715604,2017-11-26,2021-06-10,24.99
561678306202,2000-10-02,2002-09-23,33.99
561678306202,2002-09-24,2004-09-14,34.99
561678306202,2004-09-15,2006-09-06,35.99
561678306202,2006-09-07,2008-08-28,36.99
561678306202,2008-08-29,2010-08-20,36.99
561678306202,2010-08-21,2012-08-11,37.99
933773068062,2014-02-27,2015-06-11,24.99
933773068062,2015-06-12,2016-09-23,25.99
933773068062,2016-09-24,2018-01-06,25.99
933773068062,2018-01-07,2019-04-21,27.99
933773068062,2019-04-22,2020-08-03,27.99
933773068062,2020-08-04,2021-11-16,29.99
933773068062,2021-11-17,2023-03-01,31.99
933773068062,2023-03-02,2024-06-13,33.99
964637852404,2016-10-03,2017-07-11,34.99
964637852404,2017-07-12,2018-04-19,35.99
964637852404,2018-04-20,2019-01-26,36.99
964637852404,2019-01-27,2019-11-04,38.99
964637852404,2019-11-05,2020-08-12,38.99
964637852404,2020-08-13,2021-05-21,38.99
964637852404,2021-05-22,2022-02-27,40.99
964637852404,2022-02-28,2022-12-06,40.99
964637852404,2022-12-07,2023-09-14,42.99
964637852404,2023-09-15,2024-06-13,42.99
28819762964,2011-05-04,2012-02-12,35.99
28819762964,2012-02-13,2012-11-23,35.99
28819762964,2012-11-24,2013-09-04,36.99
28819762964,2013-09-05,2014-06-16,37.99
28819762964,2014-06-17,2015-03-28,37.99
28819762964,2015-03-29,2016-01-07,39.99
28819762964,2016-01-08,2016-10-12,39.99
451585321781,2009-05-23,2011-05-24,38.99
451585321781,2011-05-25,2013-05-25,40.99
451585321781,2013-05-26,2015-05-27,40.99
451585321781,2015-05-28,2017-05-28,41.99
451585321781,2017-05-29,2019-05-30,42.99
451585321781,2019-05-31,2021-05-30,42.99
260984813328,2012-06-10,2013-12-10,25.99
260984813328,2013-12-11,2015-06-12,25.99
260984813328,2015-06-13,2016-12-12,27.99
260984813328,2016-12-13,2018-06-14,28.99
260984813328,2018-06-15,2019-12-15,30.99
260984813328,2019-12-16,2021-06-16,30.99
260984813328,2021-06-17,2022-12-17,32.99
260984813328,2022-12-18,2024-06-13,33.99
639685257685,2000-11-29,2004-06-19,80.99
639685257685,2004-06-20,2008-01-09,81.99
639685257685,2008-01-10,2011-07-31,85.99
639685257685,2011-08-01,2015-02-19,89.99
639685257685,2015-02-20,2018-09-10,90.99
639685257685,2018-09-11,2022-03-29,94.99
629300579933,2003-12-26,2006-07-17,15.99
629300579933,2006-07-18,2009-02-06,15.99
629300579933,2009-02-07,2011-08-30,16.99
629300579933,2011-08-31,2014-03-22,17.99
